classname,nose_x,nose_y,neck_x,neck_y,r_sho_x,r_sho_y,l_sho_x,l_sho_y,r_eye_x,r_eye_y,l_eye_x,l_eye_y,r_ear_x,r_ear_y,l_ear_x,l_ear_y
0,0.430555556,0.444444444,0.458333333,0.918518519,0.194444444,0.903703704,0.727777778,0.903703704,0.369444444,0.381481481,0.488888889,0.381481481,0.3,0.474074074,0.563888889,0.466666667
0,0.430555556,0.444444444,0.458333333,0.911111111,0.194444444,0.903703704,0.727777778,0.903703704,0.369444444,0.381481481,0.488888889,0.381481481,0.3,0.474074074,0.563888889,0.459259259
0,0.430555556,0.444444444,0.458333333,0.918518519,0.194444444,0.903703704,0.733333333,0.903703704,0.369444444,0.381481481,0.488888889,0.381481481,0.3,0.474074074,0.563888889,0.466666667
0,0.430555556,0.444444444,0.452777778,0.911111111,0.194444444,0.903703704,0.727777778,0.903703704,0.369444444,0.381481481,0.488888889,0.381481481,0.3,0.474074074,0.563888889,0.466666667
0,0.430555556,0.444444444,0.458333333,0.911111111,0.194444444,0.903703704,0.727777778,0.903703704,0.369444444,0.381481481,0.488888889,0.381481481,0.3,0.474074074,0.563888889,0.466666667
0,0.430555556,0.444444444,0.458333333,0.911111111,0.194444444,0.903703704,0.727777778,0.896296296,0.369444444,0.381481481,0.488888889,0.381481481,0.3,0.474074074,0.563888889,0.466666667
0,0.430555556,0.451851852,0.452777778,0.911111111,0.194444444,0.903703704,0.727777778,0.903703704,0.369444444,0.381481481,0.488888889,0.381481481,0.3,0.474074074,0.563888889,0.466666667
0,0.430555556,0.444444444,0.452777778,0.911111111,0.194444444,0.903703704,0.727777778,0.911111111,0.369444444,0.381481481,0.488888889,0.381481481,0.3,0.474074074,0.563888889,0.466666667
0,0.430555556,0.444444444,0.458333333,0.918518519,0.2,0.903703704,0.727777778,0.911111111,0.363888889,0.388888889,0.488888889,0.381481481,0.3,0.474074074,0.563888889,0.466666667
0,0.430555556,0.444444444,0.458333333,0.918518519,0.194444444,0.903703704,0.727777778,0.903703704,0.363888889,0.381481481,0.488888889,0.381481481,0.3,0.474074074,0.563888889,0.466666667
0,0.430555556,0.444444444,0.458333333,0.911111111,0.194444444,0.903703704,0.727777778,0.903703704,0.363888889,0.381481481,0.488888889,0.381481481,0.3,0.474074074,0.563888889,0.466666667
0,0.430555556,0.444444444,0.458333333,0.911111111,0.194444444,0.903703704,0.727777778,0.903703704,0.363888889,0.381481481,0.488888889,0.381481481,0.3,0.466666667,0.563888889,0.466666667
0,0.430555556,0.444444444,0.458333333,0.911111111,0.194444444,0.903703704,0.727777778,0.903703704,0.363888889,0.381481481,0.488888889,0.381481481,0.3,0.474074074,0.563888889,0.466666667
0,0.430555556,0.444444444,0.458333333,0.918518519,0.194444444,0.903703704,0.727777778,0.903703704,0.369444444,0.381481481,0.488888889,0.381481481,0.3,0.466666667,0.563888889,0.466666667
0,0.430555556,0.451851852,0.458333333,0.918518519,0.194444444,0.903703704,0.727777778,0.903703704,0.363888889,0.381481481,0.488888889,0.381481481,0.3,0.466666667,0.563888889,0.466666667
0,0.430555556,0.451851852,0.458333333,0.911111111,0.194444444,0.903703704,0.727777778,0.903703704,0.369444444,0.381481481,0.488888889,0.381481481,0.3,0.474074074,0.563888889,0.466666667
0,0.430555556,0.451851852,0.458333333,0.911111111,0.2,0.903703704,0.727777778,0.903703704,0.363888889,0.381481481,0.488888889,0.381481481,0.3,0.474074074,0.563888889,0.466666667
0,0.422222222,0.444444444,0.463888889,0.918518519,0.194444444,0.903703704,0.727777778,0.903703704,0.363888889,0.381481481,0.483333333,0.381481481,0.3,0.474074074,0.563888889,0.466666667
0,0.505555556,0.488888889,0.5,0.959259259,0.130555556,0.951851852,0.880555556,0.92962963,0.422222222,0.388888889,0.580555556,0.403703704,0.294444444,0.418518519,0.675,0.459259259
0,0.422222222,0.451851852,0.458333333,0.918518519,0.194444444,0.903703704,0.727777778,0.903703704,0.363888889,0.381481481,0.483333333,0.381481481,0.3,0.474074074,0.563888889,0.466666667
0,0.422222222,0.444444444,0.458333333,0.911111111,0.194444444,0.903703704,0.733333333,0.911111111,0.363888889,0.381481481,0.475,0.381481481,0.3,0.466666667,0.563888889,0.466666667
0,0.422222222,0.444444444,0.458333333,0.911111111,0.194444444,0.903703704,0.727777778,0.911111111,0.358333333,0.381481481,0.475,0.381481481,0.3,0.474074074,0.563888889,0.466666667
0,0.416666667,0.444444444,0.458333333,0.918518519,0.194444444,0.903703704,0.727777778,0.903703704,0.358333333,0.381481481,0.475,0.381481481,0.294444444,0.474074074,0.563888889,0.466666667
0,0.416666667,0.444444444,0.458333333,0.918518519,0.2,0.903703704,0.733333333,0.911111111,0.358333333,0.381481481,0.475,0.374074074,0.294444444,0.466666667,0.563888889,0.459259259
0,0.416666667,0.444444444,0.458333333,0.918518519,0.194444444,0.903703704,0.727777778,0.911111111,0.358333333,0.381481481,0.469444444,0.374074074,0.294444444,0.466666667,0.563888889,0.459259259
0,0.411111111,0.444444444,0.458333333,0.911111111,0.194444444,0.903703704,0.727777778,0.903703704,0.358333333,0.374074074,0.469444444,0.374074074,0.294444444,0.451851852,0.558333333,0.466666667
0,0.405555556,0.444444444,0.458333333,0.911111111,0.188888889,0.903703704,0.727777778,0.911111111,0.352777778,0.374074074,0.463888889,0.374074074,0.288888889,0.444444444,0.558333333,0.466666667
0,0.4,0.444444444,0.463888889,0.918518519,0.194444444,0.903703704,0.727777778,0.911111111,0.347222222,0.374074074,0.463888889,0.366666667,0.294444444,0.444444444,0.558333333,0.459259259
0,0.4,0.437037037,0.458333333,0.918518519,0.188888889,0.903703704,0.727777778,0.911111111,0.347222222,0.374074074,0.458333333,0.366666667,0.294444444,0.444444444,0.558333333,0.459259259
0,0.394444444,0.437037037,0.458333333,0.911111111,0.194444444,0.911111111,0.727777778,0.903703704,0.347222222,0.374074074,0.452777778,0.366666667,0.294444444,0.437037037,0.552777778,0.459259259
0,0.405555556,0.359259259,0.458333333,0.918518519,0.188888889,0.903703704,0.733333333,0.911111111,0.358333333,0.318518519,0.469444444,0.311111111,0.294444444,0.488888889,0.552777778,0.444444444
0,0.383333333,0.459259259,0.383333333,0.944444444,,,0.791666667,0.92962963,0.305555556,0.359259259,0.452777778,0.359259259,0.177777778,0.418518519,0.547222222,0.42962963
0,0.325,0.451851852,0.369444444,0.944444444,0.041666667,0.944444444,0.786111111,0.918518519,0.241666667,0.359259259,0.405555556,0.359259259,0.166666667,0.474074074,0.547222222,0.444444444
0,0.411111111,0.359259259,0.458333333,0.918518519,0.194444444,0.911111111,0.727777778,0.911111111,0.358333333,0.318518519,0.469444444,0.311111111,0.294444444,0.488888889,0.552777778,0.451851852
0,0.411111111,0.359259259,0.458333333,0.918518519,0.194444444,0.903703704,0.727777778,0.911111111,0.358333333,0.318518519,0.475,0.311111111,0.294444444,0.481481481,0.552777778,0.459259259
0,0.416666667,0.359259259,0.452777778,0.918518519,0.194444444,0.903703704,0.727777778,0.911111111,0.363888889,0.318518519,0.483333333,0.311111111,0.3,0.481481481,0.552777778,0.459259259
0,0.522222222,0.418518519,0.416666667,0.92962963,0.072222222,0.859259259,0.811111111,0.911111111,0.422222222,0.333333333,0.569444444,0.333333333,0.252777778,0.437037037,,
0,0.422222222,0.359259259,0.452777778,0.911111111,0.194444444,0.903703704,0.727777778,0.911111111,0.363888889,0.318518519,0.483333333,0.311111111,0.3,0.488888889,0.558333333,0.466666667
0,0.422222222,0.359259259,0.452777778,0.911111111,0.194444444,0.903703704,0.727777778,0.911111111,0.369444444,0.318518519,0.483333333,0.318518519,0.3,0.481481481,0.558333333,0.466666667
0,0.430555556,0.366666667,0.452777778,0.911111111,0.194444444,0.903703704,0.727777778,0.903703704,0.369444444,0.318518519,0.488888889,0.318518519,0.3,0.481481481,0.558333333,0.466666667
0,0.4,0.418518519,0.422222222,0.951851852,0.066666667,0.866666667,0.811111111,0.918518519,0.325,0.333333333,0.475,0.340740741,0.241666667,0.474074074,0.605555556,0.444444444
0,0.436111111,0.359259259,0.458333333,0.918518519,0.194444444,0.903703704,0.727777778,0.911111111,0.369444444,0.318518519,0.488888889,0.311111111,0.3,0.481481481,0.558333333,0.466666667
0,0.436111111,0.366666667,0.452777778,0.918518519,0.194444444,0.911111111,0.727777778,0.911111111,0.377777778,0.318518519,0.488888889,0.318518519,0.305555556,0.481481481,0.558333333,0.466666667
0,0.441666667,0.359259259,0.458333333,0.911111111,0.194444444,0.903703704,0.727777778,0.903703704,0.377777778,0.318518519,0.494444444,0.318518519,0.305555556,0.481481481,0.552777778,0.459259259
0,0.447222222,0.359259259,0.452777778,0.911111111,0.194444444,0.903703704,0.727777778,0.903703704,0.383333333,0.318518519,0.494444444,0.318518519,0.305555556,0.474074074,0.558333333,0.459259259
0,0.447222222,0.359259259,0.458333333,0.918518519,0.2,0.903703704,0.733333333,0.903703704,0.383333333,0.318518519,0.494444444,0.311111111,0.305555556,0.474074074,0.558333333,0.459259259
0,0.452777778,0.359259259,0.458333333,0.918518519,0.2,0.903703704,0.727777778,0.911111111,0.383333333,0.318518519,0.5,0.318518519,0.305555556,0.474074074,0.558333333,0.459259259
0,0.452777778,0.359259259,0.452777778,0.911111111,0.194444444,0.903703704,0.727777778,0.903703704,0.383333333,0.318518519,0.5,0.311111111,0.305555556,0.474074074,0.558333333,0.451851852
0,0.458333333,0.359259259,0.452777778,0.918518519,0.194444444,0.903703704,0.727777778,0.903703704,0.388888889,0.318518519,0.5,0.311111111,0.305555556,0.474074074,0.558333333,0.444444444
0,0.463888889,0.359259259,0.452777778,0.918518519,0.194444444,0.903703704,0.727777778,0.903703704,0.394444444,0.318518519,0.505555556,0.311111111,0.305555556,0.474074074,0.563888889,0.444444444
0,0.469444444,0.359259259,0.447222222,0.911111111,0.2,0.903703704,0.727777778,0.903703704,0.394444444,0.318518519,0.511111111,0.311111111,0.305555556,0.474074074,0.563888889,0.459259259
0,0.475,0.359259259,0.452777778,0.918518519,0.194444444,0.911111111,0.733333333,0.911111111,0.4,0.318518519,0.511111111,0.311111111,0.305555556,0.474074074,0.563888889,0.444444444
0,0.483333333,0.359259259,0.452777778,0.911111111,0.194444444,0.903703704,0.733333333,0.903703704,0.4,0.318518519,0.505555556,0.311111111,0.311111111,0.474074074,,
0,0.458333333,0.411111111,0.458333333,0.911111111,0.194444444,0.903703704,0.727777778,0.903703704,0.388888889,0.348148148,0.505555556,0.348148148,0.311111111,0.474074074,0.563888889,0.451851852
0,0.452777778,0.411111111,0.452777778,0.911111111,0.2,0.903703704,0.727777778,0.903703704,0.388888889,0.348148148,0.5,0.348148148,0.311111111,0.474074074,0.563888889,0.444444444
0,0.452777778,0.411111111,0.452777778,0.911111111,0.194444444,0.903703704,0.727777778,0.903703704,0.388888889,0.348148148,0.5,0.348148148,0.311111111,0.474074074,0.563888889,0.459259259
0,0.541666667,0.514814815,0.5,0.937037037,0.094444444,0.951851852,0.875,0.918518519,0.458333333,0.411111111,0.605555556,0.418518519,0.311111111,0.437037037,0.663888889,0.459259259
0,0.388888889,0.42962963,0.494444444,0.937037037,0.088888889,0.951851852,0.875,0.911111111,0.316666667,0.340740741,0.458333333,0.340740741,,,0.611111111,0.403703704
0,0.447222222,0.411111111,0.452777778,0.911111111,0.194444444,0.903703704,0.727777778,0.903703704,0.383333333,0.348148148,0.5,0.348148148,0.305555556,0.466666667,0.569444444,0.459259259
0,0.447222222,0.411111111,0.452777778,0.903703704,0.194444444,0.903703704,0.727777778,0.903703704,0.383333333,0.348148148,0.5,0.348148148,0.305555556,0.474074074,0.569444444,0.466666667
0,0.441666667,0.411111111,0.452777778,0.911111111,0.194444444,0.903703704,0.727777778,0.896296296,0.377777778,0.348148148,0.494444444,0.348148148,0.305555556,0.466666667,0.569444444,0.466666667
0,0.563888889,0.459259259,0.5,0.937037037,0.077777778,0.959259259,0.869444444,0.918518519,0.475,0.359259259,0.616666667,0.366666667,0.305555556,0.42962963,,
0,0.483333333,0.444444444,0.5,0.944444444,0.083333333,0.959259259,0.869444444,0.918518519,0.4,0.359259259,0.547222222,0.359259259,0.288888889,0.437037037,0.638888889,0.437037037
0,0.422222222,0.451851852,0.494444444,0.937037037,0.083333333,0.951851852,0.869444444,0.918518519,0.347222222,0.359259259,0.494444444,0.359259259,0.277777778,0.466666667,0.627777778,0.444444444
0,0.436111111,0.411111111,0.458333333,0.911111111,0.194444444,0.903703704,0.733333333,0.903703704,0.377777778,0.348148148,0.494444444,0.348148148,0.305555556,0.474074074,0.569444444,0.466666667
0,0.436111111,0.411111111,0.458333333,0.911111111,0.2,0.903703704,0.727777778,0.903703704,0.377777778,0.348148148,0.494444444,0.348148148,0.305555556,0.474074074,0.569444444,0.466666667
0,0.430555556,0.411111111,0.452777778,0.911111111,0.194444444,0.911111111,0.727777778,0.903703704,0.369444444,0.348148148,0.488888889,0.348148148,0.3,0.466666667,0.569444444,0.459259259
0,0.527777778,0.437037037,0.511111111,0.959259259,0.083333333,0.951851852,0.891666667,0.911111111,0.447222222,0.348148148,0.586111111,0.359259259,0.311111111,0.459259259,0.658333333,0.474074074
0,0.494444444,0.444444444,0.505555556,0.959259259,0.083333333,0.951851852,0.891666667,0.918518519,0.416666667,0.359259259,0.558333333,0.374074074,0.316666667,0.466666667,0.652777778,0.481481481
0,0.422222222,0.411111111,0.452777778,0.911111111,0.194444444,0.903703704,0.727777778,0.903703704,0.363888889,0.359259259,0.483333333,0.348148148,0.3,0.466666667,0.563888889,0.466666667
0,0.422222222,0.411111111,0.452777778,0.911111111,0.194444444,0.911111111,0.727777778,0.903703704,0.363888889,0.348148148,0.483333333,0.359259259,0.3,0.459259259,0.563888889,0.459259259
0,0.416666667,0.411111111,0.452777778,0.911111111,0.194444444,0.903703704,0.727777778,0.903703704,0.358333333,0.359259259,0.475,0.359259259,0.305555556,0.444444444,0.563888889,0.459259259
0,0.411111111,0.411111111,0.452777778,0.911111111,0.194444444,0.903703704,0.727777778,0.903703704,0.358333333,0.348148148,0.475,0.359259259,0.3,0.437037037,0.563888889,0.459259259
0,0.405555556,0.418518519,0.452777778,0.911111111,0.194444444,0.903703704,0.727777778,0.903703704,0.358333333,0.348148148,0.469444444,0.359259259,0.3,0.437037037,0.558333333,0.459259259
0,0.4,0.437037037,0.458333333,0.918518519,0.194444444,0.911111111,0.727777778,0.911111111,0.352777778,0.366666667,0.463888889,0.366666667,0.294444444,0.42962963,0.558333333,0.451851852
0,0.547222222,0.359259259,0.494444444,0.937037037,0.119444444,0.951851852,0.875,0.903703704,0.458333333,0.288888889,0.6,0.296296296,0.330555556,0.437037037,0.663888889,0.451851852
0,0.494444444,0.381481481,0.5,0.92962963,0.119444444,0.951851852,0.863888889,0.896296296,0.416666667,0.296296296,0.558333333,0.296296296,0.316666667,0.42962963,0.658333333,0.437037037
0,0.405555556,0.437037037,0.463888889,0.918518519,0.194444444,0.903703704,0.727777778,0.911111111,0.352777778,0.366666667,0.469444444,0.366666667,0.294444444,0.437037037,0.558333333,0.451851852
0,0.411111111,0.437037037,0.458333333,0.918518519,0.194444444,0.911111111,0.727777778,0.911111111,0.358333333,0.366666667,0.475,0.366666667,0.294444444,0.451851852,0.558333333,0.451851852
0,0.416666667,0.437037037,0.463888889,0.918518519,0.2,0.903703704,0.727777778,0.911111111,0.358333333,0.366666667,0.475,0.366666667,0.3,0.459259259,0.563888889,0.459259259
0,0.422222222,0.437037037,0.458333333,0.911111111,0.194444444,0.903703704,0.727777778,0.911111111,0.363888889,0.366666667,0.483333333,0.366666667,0.3,0.459259259,0.563888889,0.459259259
0,0.430555556,0.42962963,0.463888889,0.918518519,0.194444444,0.903703704,0.727777778,0.911111111,0.363888889,0.366666667,0.488888889,0.366666667,0.3,0.459259259,0.563888889,0.459259259
0,0.430555556,0.42962963,0.458333333,0.911111111,0.194444444,0.903703704,0.733333333,0.911111111,0.369444444,0.366666667,0.494444444,0.359259259,0.3,0.474074074,0.563888889,0.459259259
0,0.436111111,0.42962963,0.463888889,0.911111111,0.194444444,0.903703704,0.727777778,0.903703704,0.377777778,0.366666667,0.494444444,0.359259259,0.305555556,0.474074074,0.569444444,0.459259259
0,0.447222222,0.42962963,0.458333333,0.911111111,0.194444444,0.903703704,0.727777778,0.911111111,0.383333333,0.366666667,0.5,0.366666667,0.305555556,0.474074074,0.569444444,0.444444444
0,0.447222222,0.42962963,0.463888889,0.911111111,0.194444444,0.903703704,0.727777778,0.911111111,0.383333333,0.366666667,0.5,0.366666667,0.305555556,0.466666667,0.569444444,0.451851852
0,0.452777778,0.42962963,0.458333333,0.911111111,0.2,0.903703704,0.727777778,0.911111111,0.388888889,0.366666667,0.505555556,0.366666667,0.305555556,0.466666667,0.563888889,0.451851852
0,0.463888889,0.42962963,0.458333333,0.911111111,0.194444444,0.903703704,0.733333333,0.911111111,0.394444444,0.366666667,0.511111111,0.366666667,0.305555556,0.466666667,0.563888889,0.444444444
0,0.469444444,0.42962963,0.463888889,0.911111111,0.194444444,0.911111111,0.727777778,0.903703704,0.4,0.366666667,0.511111111,0.359259259,0.305555556,0.466666667,0.569444444,0.451851852
0,0.475,0.42962963,0.458333333,0.911111111,0.2,0.903703704,0.727777778,0.903703704,0.4,0.366666667,0.511111111,0.359259259,0.311111111,0.474074074,0.569444444,0.466666667
0,0.483333333,0.437037037,0.458333333,0.911111111,0.194444444,0.903703704,0.727777778,0.911111111,0.405555556,0.366666667,0.516666667,0.359259259,0.311111111,0.481481481,,
0,0.488888889,0.437037037,0.458333333,0.911111111,0.194444444,0.903703704,0.727777778,0.903703704,0.405555556,0.366666667,0.522222222,0.366666667,0.311111111,0.481481481,,
0,0.488888889,0.42962963,0.458333333,0.911111111,0.194444444,0.903703704,0.727777778,0.911111111,0.411111111,0.366666667,0.522222222,0.359259259,0.316666667,0.481481481,,
0,0.494444444,0.42962963,0.452777778,0.911111111,0.194444444,0.903703704,0.727777778,0.903703704,0.416666667,0.366666667,0.522222222,0.359259259,0.316666667,0.481481481,,
0,0.452777778,0.466666667,0.458333333,0.903703704,0.2,0.903703704,0.727777778,0.896296296,0.388888889,0.396296296,0.505555556,0.388888889,0.311111111,0.474074074,0.563888889,0.451851852
0,0.569444444,0.537037037,0.516666667,0.988888889,0.2,0.988888889,0.827777778,0.937037037,0.488888889,0.437037037,0.627777778,0.418518519,0.341666667,0.481481481,0.686111111,0.459259259
0,0.522222222,0.537037037,0.516666667,0.988888889,0.177777778,0.988888889,0.844444444,0.959259259,0.447222222,0.444444444,0.586111111,0.418518519,0.336111111,0.474074074,0.675,0.459259259
0,0.458333333,0.537037037,0.511111111,0.988888889,0.188888889,0.988888889,0.838888889,0.951851852,0.394444444,0.444444444,0.527777778,0.418518519,0.325,0.507407407,0.633333333,0.451851852
0,0.447222222,0.466666667,0.458333333,0.911111111,0.194444444,0.903703704,0.727777778,0.896296296,0.383333333,0.396296296,0.5,0.388888889,0.3,0.474074074,0.569444444,0.451851852
0,0.416666667,0.466666667,0.452777778,0.911111111,0.194444444,0.903703704,0.727777778,0.903703704,0.358333333,0.396296296,0.475,0.388888889,0.294444444,0.466666667,0.558333333,0.459259259
0,0.416666667,0.466666667,0.452777778,0.911111111,0.194444444,0.911111111,0.727777778,0.903703704,0.358333333,0.396296296,0.475,0.388888889,0.288888889,0.459259259,0.558333333,0.459259259
0,0.405555556,0.474074074,0.452777778,0.903703704,0.194444444,0.903703704,0.727777778,0.903703704,0.352777778,0.396296296,0.469444444,0.388888889,0.288888889,0.459259259,0.558333333,0.459259259
0,0.405555556,0.474074074,0.452777778,0.911111111,0.188888889,0.911111111,0.727777778,0.903703704,0.347222222,0.396296296,0.463888889,0.388888889,0.288888889,0.451851852,0.558333333,0.459259259
0,0.4,0.474074074,0.452777778,0.911111111,0.194444444,0.911111111,0.727777778,0.903703704,0.341666667,0.403703704,0.458333333,0.396296296,0.288888889,0.459259259,0.558333333,0.459259259
0,0.522222222,0.466666667,0.505555556,0.988888889,0.172222222,0.988888889,0.811111111,0.937037037,0.447222222,0.381481481,0.586111111,0.374074074,0.311111111,0.437037037,0.658333333,0.42962963
0,0.475,0.474074074,0.494444444,0.988888889,0.152777778,0.988888889,0.811111111,0.951851852,0.4,0.388888889,0.547222222,0.374074074,0.305555556,0.451851852,0.633333333,0.437037037
0,0.411111111,0.466666667,0.488888889,0.988888889,0.166666667,0.988888889,0.797222222,0.937037037,0.352777778,0.396296296,0.488888889,0.366666667,0.283333333,0.451851852,0.6,0.403703704
0,0.394444444,0.474074074,0.452777778,0.911111111,0.194444444,0.903703704,0.733333333,0.903703704,0.341666667,0.403703704,0.458333333,0.396296296,0.288888889,0.459259259,0.552777778,0.451851852
0,0.388888889,0.474074074,0.452777778,0.911111111,0.194444444,0.911111111,0.727777778,0.903703704,0.341666667,0.403703704,0.452777778,0.396296296,0.288888889,0.459259259,0.552777778,0.459259259
0,0.383333333,0.481481481,0.458333333,0.918518519,0.188888889,0.911111111,0.733333333,0.903703704,0.330555556,0.403703704,0.447222222,0.396296296,0.283333333,0.459259259,0.547222222,0.459259259
0,0.405555556,0.537037037,0.458333333,0.918518519,0.194444444,0.903703704,0.727777778,0.903703704,0.347222222,0.444444444,0.469444444,0.444444444,0.283333333,0.474074074,0.552777778,0.466666667
0,0.411111111,0.537037037,0.463888889,0.918518519,0.194444444,0.903703704,0.727777778,0.903703704,0.352777778,0.444444444,0.475,0.444444444,0.288888889,0.474074074,0.558333333,0.466666667
0,0.422222222,0.537037037,0.452777778,0.911111111,0.194444444,0.903703704,0.722222222,0.903703704,0.358333333,0.444444444,0.483333333,0.444444444,0.288888889,0.474074074,0.563888889,0.466666667
0,0.430555556,0.52962963,0.458333333,0.918518519,0.2,0.903703704,0.733333333,0.903703704,0.358333333,0.444444444,0.494444444,0.444444444,0.288888889,0.474074074,0.563888889,0.474074074
0,0.436111111,0.52962963,0.458333333,0.918518519,0.194444444,0.903703704,0.727777778,0.903703704,0.369444444,0.444444444,0.494444444,0.437037037,0.294444444,0.488888889,0.563888889,0.474074074
0,0.447222222,0.52962963,0.452777778,0.911111111,0.194444444,0.903703704,0.727777778,0.903703704,0.377777778,0.444444444,0.5,0.444444444,0.3,0.488888889,0.563888889,0.466666667
0,0.452777778,0.52962963,0.452777778,0.911111111,0.194444444,0.903703704,0.727777778,0.896296296,0.383333333,0.444444444,0.505555556,0.444444444,0.3,0.5,0.569444444,0.474074074
0,0.458333333,0.52962963,0.452777778,0.911111111,0.194444444,0.903703704,0.727777778,0.903703704,0.388888889,0.444444444,0.511111111,0.444444444,0.3,0.488888889,0.569444444,0.474074074
0,0.469444444,0.52962963,0.452777778,0.918518519,0.194444444,0.903703704,0.727777778,0.903703704,0.394444444,0.444444444,0.516666667,0.444444444,0.305555556,0.488888889,0.563888889,0.466666667
0,0.475,0.52962963,0.452777778,0.911111111,0.194444444,0.903703704,0.727777778,0.903703704,0.4,0.444444444,0.516666667,0.444444444,0.305555556,0.488888889,0.575,0.474074074
0,0.483333333,0.52962963,0.452777778,0.911111111,0.194444444,0.911111111,0.727777778,0.903703704,0.405555556,0.444444444,0.522222222,0.444444444,0.316666667,0.5,0.569444444,0.474074074
0,0.488888889,0.52962963,0.452777778,0.911111111,0.194444444,0.903703704,0.733333333,0.911111111,0.411111111,0.444444444,0.527777778,0.444444444,0.316666667,0.5,,
0,0.541666667,0.411111111,0.458333333,0.911111111,0.2,0.903703704,0.733333333,0.903703704,0.463888889,0.340740741,0.569444444,0.359259259,0.352777778,0.444444444,,
0,0.527777778,0.411111111,0.452777778,0.911111111,0.2,0.903703704,0.727777778,0.911111111,0.458333333,0.333333333,0.563888889,0.348148148,0.347222222,0.437037037,,
0,0.516666667,0.396296296,0.452777778,0.903703704,0.2,0.903703704,0.733333333,0.911111111,0.452777778,0.333333333,0.563888889,0.359259259,0.341666667,0.437037037,,
0,0.511111111,0.396296296,0.458333333,0.903703704,0.2,0.903703704,0.733333333,0.903703704,0.441666667,0.325925926,0.552777778,0.348148148,0.336111111,0.42962963,0.605555556,0.444444444
0,0.5,0.388888889,0.458333333,0.903703704,0.205555556,0.903703704,0.733333333,0.903703704,0.436111111,0.325925926,0.547222222,0.340740741,0.336111111,0.437037037,0.594444444,0.444444444
0,0.488888889,0.388888889,0.463888889,0.911111111,0.2,0.911111111,0.733333333,0.911111111,0.430555556,0.325925926,0.541666667,0.340740741,0.330555556,0.437037037,0.594444444,0.444444444
0,0.483333333,0.381481481,0.458333333,0.911111111,0.2,0.903703704,0.733333333,0.911111111,0.422222222,0.325925926,0.536111111,0.340740741,0.330555556,0.437037037,0.586111111,0.459259259
0,0.469444444,0.374074074,0.458333333,0.911111111,0.2,0.911111111,0.733333333,0.903703704,0.416666667,0.325925926,0.527777778,0.333333333,0.330555556,0.437037037,0.586111111,0.459259259
0,0.463888889,0.381481481,0.458333333,0.911111111,0.205555556,0.903703704,0.733333333,0.911111111,0.411111111,0.318518519,0.522222222,0.333333333,0.325,0.42962963,0.586111111,0.459259259
0,0.430555556,0.451851852,0.458333333,0.911111111,0.194444444,0.903703704,0.727777778,0.903703704,0.369444444,0.381481481,0.488888889,0.381481481,0.3,0.474074074,0.563888889,0.459259259
0,0.430555556,0.444444444,0.458333333,0.911111111,0.194444444,0.903703704,0.727777778,0.896296296,0.369444444,0.381481481,0.488888889,0.381481481,0.3,0.474074074,0.563888889,0.466666667
0,0.430555556,0.444444444,0.458333333,0.911111111,0.2,0.903703704,0.727777778,0.903703704,0.369444444,0.381481481,0.488888889,0.381481481,0.3,0.474074074,0.563888889,0.466666667
0,0.430555556,0.444444444,0.458333333,0.911111111,0.194444444,0.903703704,0.727777778,0.903703704,0.369444444,0.381481481,0.488888889,0.381481481,0.3,0.474074074,0.563888889,0.459259259
0,0.516666667,0.466666667,0.536111111,0.888888889,0.288888889,0.903703704,0.797222222,0.881481481,0.458333333,0.374074074,0.563888889,0.366666667,0.388888889,0.42962963,0.652777778,0.403703704
0,0.516666667,0.466666667,0.536111111,0.888888889,0.288888889,0.903703704,0.797222222,0.881481481,0.458333333,0.374074074,0.563888889,0.366666667,0.388888889,0.42962963,0.652777778,0.403703704
0,0.516666667,0.466666667,0.536111111,0.888888889,0.288888889,0.903703704,0.797222222,0.881481481,0.452777778,0.374074074,0.569444444,0.366666667,0.388888889,0.42962963,0.652777778,0.403703704
0,0.516666667,0.466666667,0.536111111,0.888888889,0.288888889,0.896296296,0.797222222,0.881481481,0.452777778,0.374074074,0.563888889,0.366666667,0.388888889,0.42962963,0.652777778,0.403703704
0,0.516666667,0.466666667,0.536111111,0.888888889,0.294444444,0.896296296,0.797222222,0.881481481,0.452777778,0.374074074,0.563888889,0.366666667,0.383333333,0.42962963,0.652777778,0.403703704
